user_id,age_range,gender
354742,5,1
256936,6,0
141978,4,0
334411,6,0
299176,6,1
356350,6,0
395969,7,0
32569,6,1
40483,7,0
173948,4,0
206350,4,0
41815,4,0
303184,4,0
214509,4,0
330351,3,1
221532,4,0
115045,6,0
349220,5,0
264237,4,2
37880,6,1
75155,5,0
129934,4,1
280301,5,0
246496,4,0
141829,7,0
1384,4,0
422917,4,0
10256,6,0
129015,5,0
144304,4,0
136265,5,0
73709,5,0
242845,4,0
91566,4,0
268815,6,0
229007,4,1
241042,5,1
327801,6,0
221515,4,0
201289,7,1
21113,5,0
347856,4,0
10568,4,0
352819,4,1
301952,4,1
285118,6,1
143795,5,0
399645,4,0
117883,5,1
235958,4,0
256666,6,1
162620,3,0
287893,4,1
182771,4,1
369473,6,0
218674,6,1
174654,5,0
328576,8,1
334039,4,1
69043,3,0
9876,4,1
92604,5,1
336507,4,1
261154,5,0
93693,4,0
259684,5,0
204081,4,1
247938,4,0
356408,4,0
392524,5,0
326747,5,0
289884,4,0
30823,4,1
403247,4,1
268919,4,2
130751,4,0
129317,3,0
147981,4,0
30723,4,0
238801,6,1
139446,5,1
174729,4,1
40708,5,1
249324,6,0
290835,6,1
145105,4,0
145813,5,0
402784,5,1
26871,3,0
108554,5,0
303115,4,0
162661,5,1
158513,5,0
281411,3,1
176748,4,0
222762,4,0
200934,6,1
237514,4,0
275512,4,0
25594,4,0
254950,4,0
260651,6,0
266013,4,1
91783,6,1
167406,5,1
30394,6,0
20624,4,1
394299,5,1
85871,4,2
358428,4,0
167485,4,0
300521,4,1
198417,4,1
294540,5,0
84801,4,0
16523,5,0
299642,6,0
347437,4,0
16829,5,0
304418,5,0
189524,5,0
359376,5,0
69957,4,0
66584,4,0
276986,5,1
341215,5,0
230130,5,1
421061,5,0
322883,3,2
6444,4,1
96800,4,1
221999,5,0
98101,3,1
352204,4,0
184941,5,0
168004,4,0
53182,6,0
34613,4,0
110939,4,1
123801,5,1
269047,4,0
294412,4,1
169941,4,
256576,4,0
190179,4,0
156396,5,
304984,6,0
352265,0,0
356569,4,1
48413,4,0
183913,4,0
68452,7,1
218447,6,1
362634,4,1
134125,4,0
315388,4,0
160016,6,2
109317,4,0
61160,4,0
396535,4,0
257885,6,0
242189,4,0
390917,4,1
300914,5,0
181541,6,0
152884,4,0
93042,4,0
386667,3,0
304825,5,0
416465,4,1
184325,4,0
51458,6,1
66882,4,1
102378,5,1
149718,7,0
96470,4,1
344236,4,1
272129,6,0
162432,6,1
48518,5,0
107300,5,1
242453,4,0
223271,6,0
360084,4,0
41712,7,1
274818,4,1
398841,8,0
245124,5,0
383940,4,1
376026,4,0
126133,6,0
160428,4,2
188352,7,1
115678,4,0
332709,4,1
236729,3,0
49855,4,0
90194,6,0
281550,4,2
182919,6,1
158046,6,0
237405,5,1
7995,3,0
314358,6,0
132587,5,1
275517,6,0
226488,4,0
70816,6,0
220050,6,1
387330,5,0
189497,6,1
395138,5,0
414350,5,1
84148,5,0
313515,4,0
87392,3,1
228645,5,0
198737,4,0
79772,5,0
374362,4,1
47633,5,0
371620,5,2
221480,3,1
206899,4,0
394502,4,1
39147,5,1
164538,4,2
307264,4,0
36543,6,0
68632,4,0
151711,4,0
135240,6,0
217589,5,0
386899,4,0
211879,4,0
264622,4,0
401832,4,0
229382,4,0
367667,5,0
11131,5,0
162990,5,0
28413,4,0
400449,4,0
412779,4,0
22265,5,0
56531,5,0
206569,4,0
140115,6,0
345872,4,0
125145,5,0
256202,5,0
203651,5,0
270173,5,0
417949,6,2
169240,5,0
185060,4,0
73577,5,0
322403,4,0
259451,5,2
47266,4,0
277385,5,0
161765,5,0
14783,6,1
25677,5,0
251550,6,1
93883,5,1
389295,4,0
1372,5,0
409855,5,0
68125,4,0
314124,6,1
88031,5,0
417530,3,0
420261,6,1
203030,5,1
240665,5,0
362627,5,0
261629,6,1
134028,5,2
168416,4,1
168413,3,1
295746,4,0
194402,4,1
159513,5,1
230227,5,0
220208,4,0
206743,5,0
340351,3,1
32184,4,1
139038,4,0
261377,4,0
339361,5,1
215876,5,0
330601,4,0
383921,5,0
153215,4,0
331199,3,1
144856,3,1
281518,5,0
341974,4,0
41100,6,1
323079,4,0
407681,4,1
55406,5,0
159307,5,0
219019,4,0
280558,5,0
400330,5,0
401767,4,0
199993,6,0
957,4,2
379361,5,1
325837,7,1
67782,4,0
191452,5,0
384431,5,0
39038,5,1
272775,6,1
128250,5,1
249670,6,0
274628,5,0
142509,4,2
128333,4,1
177119,4,0
280382,6,1
384920,5,0
274241,6,1
88195,4,0
384999,3,0
267745,4,0
338041,5,0
87906,5,0
25250,4,0
124335,5,2
136432,4,0
372867,4,0
393269,6,1
104786,4,2
108565,0,0
119494,4,0
336619,4,0
258976,4,0
48488,4,1
36643,6,1
24712,5,0
97915,4,2
301337,6,0
96306,5,2
59592,5,1
211673,5,1
110292,5,2
106021,5,0
61300,4,0
220857,5,0
410304,5,0
347268,4,0
64658,4,1
329688,7,0
41075,4,1
354160,6,0
384384,6,1
90527,6,2
262139,3,1
332812,5,0
19406,4,0
419108,3,0
170409,5,0
43852,6,0
81644,4,1
173314,4,1
216812,6,1
10453,4,0
365987,4,1
47983,4,1
288385,3,0
253095,5,0
279694,4,0
408830,5,0
163532,4,0
414196,4,1
382086,4,0
12264,5,1
230188,5,0
5481,4,0
393636,5,2
118627,4,2
211273,4,0
268375,3,1
247820,5,2
421154,5,0
44556,5,1
351309,4,2
420877,4,0
396028,6,0
19087,5,1
102890,6,1
340955,4,0
263454,4,0
338520,3,0
299698,4,0
207057,5,0
371383,4,2
232905,3,1
151509,4,0
310499,4,0
386294,6,1
206378,4,2
415751,4,0
376425,3,1
334213,5,1
372451,6,0
215554,5,1
207457,3,0
84400,5,1
325422,5,0
12201,5,1
210443,5,0
227663,4,1
183035,5,0
253174,5,0
292220,4,1
413383,4,1
162050,5,1
217425,4,1
140744,5,1
49560,6,1
263051,4,0
181305,4,0
82325,4,1
249915,6,1
380781,4,1
219075,4,0
44858,5,0
296050,4,1
287891,5,0
199157,5,1
99725,5,0
189092,3,1
345581,4,0
384948,5,0
103094,5,1
399919,5,1
115863,4,0
161041,5,0
132100,6,1
310619,5,1
30184,4,2
369763,4,1
73354,5,1
108633,5,0
13190,6,1
14971,4,1
365547,4,1
328230,4,0
368792,4,0
385547,4,1
165401,6,0
24209,3,0
21634,5,0
71959,5,0
133622,0,1
170520,4,0
61703,4,0
155375,3,0
228425,4,0
140420,4,1
95642,5,1
184444,3,1
145986,3,0
152095,5,0
46154,4,0
330118,4,0
136500,5,0
398454,4,1
371584,5,0
165336,4,0
303651,5,1
131526,0,0
18038,4,1
52614,5,0
345745,5,0
407057,6,0
152824,5,0
383072,4,0
307275,4,0
126978,4,0
258979,5,1
172069,4,0
71034,0,0
305733,4,0
216846,5,1
413214,4,0
107017,5,1
307698,6,0
131810,5,1
257371,6,1
150832,7,0
418248,5,1
4481,3,0
342776,5,0
156950,5,0
205288,4,0
65740,5,0
122712,4,0
43315,4,1
196638,4,1
179086,4,0
47030,4,1
263564,5,1
316419,2,0
197903,4,1
173309,3,1
143682,5,1
416716,5,0
7491,6,0
153847,4,0
278866,4,1
211136,5,1
135871,5,1
306145,6,0
166113,6,1
240158,4,0
379522,4,1
68704,4,0
92007,3,1
130479,4,1
33431,4,0
217748,5,0
52718,4,0
283956,4,0
294370,5,0
353630,4,0
373922,4,1
170632,5,
310832,4,0
69195,6,0
117450,4,1
78221,3,1
405222,5,0
418783,5,0
235156,4,0
403044,5,1
2006,5,0
142942,5,0
285495,6,1
105211,4,1
51409,0,0
219889,4,0
225450,5,1
352618,7,1
270790,4,0
366515,5,1
333165,4,1
137233,5,0
402004,4,0
197229,4,0
144549,5,1
424056,6,1
54435,4,0
92844,4,0
401815,6,1
418429,0,2
223630,4,0
26997,7,1
29498,5,1
158071,3,1
252630,5,0
370296,6,1
45973,3,1
1570,6,0
386248,4,2
145098,3,0
19888,4,0
131573,5,0
348290,3,0
385961,4,1
126688,5,1
423606,4,2
286294,5,1
386160,4,0
122028,4,0
147236,4,2
107101,3,1
353208,4,0
164042,4,1
143115,4,0
236783,5,0
2370,4,0
70037,4,1
62358,5,0
215027,5,0
180398,6,0
69683,5,0
212793,4,0
160382,4,0
290031,3,0
67912,4,0
323514,5,0
363417,4,1
65414,5,1
252896,4,2
268582,6,0
212058,4,0
302364,6,1
72173,6,1
280094,5,0
115208,4,0
185312,0,0
247568,4,0
58006,4,0
400830,5,1
102413,5,0
41258,5,2
322446,4,0
235046,4,0
40330,4,1
299413,4,0
9921,4,1
206137,5,0
148984,4,0
259486,4,1
165771,3,1
25296,4,0
223970,5,0
79746,6,1
253285,5,0
63432,5,0
404712,3,0
285198,4,0
72671,6,1
399591,4,0
305280,3,0
419984,6,1
115696,5,1
255973,6,0
142921,6,0
43351,5,2
414292,5,0
43798,0,0
1016,6,0
191712,4,0
165325,5,0
327819,5,1
366086,5,0
336658,4,1
347223,6,0
107353,6,1
244433,4,0
93940,3,1
342393,5,1
273683,3,0
104941,4,1
282416,5,0
389928,5,1
179964,4,0
3154,4,1
76239,3,1
383300,4,0
371357,4,1
137794,5,0
314724,4,0
267855,6,0
316386,5,0
161596,5,1
61099,4,0
356189,4,0
156424,5,1
165396,4,1
377161,5,1
248160,5,0
357547,5,0
49126,3,1
276474,6,1
314107,5,1
385070,5,0
146902,5,1
188024,4,0
318385,4,0
310359,4,0
230478,4,0
287666,4,1
25346,4,0
295991,5,0
389567,4,0
46580,5,0
188023,5,0
149087,4,1
230696,5,0
407276,3,0
372622,6,0
335914,4,1
338637,4,0
39576,4,0
88626,3,1
242895,6,0
41191,4,0
206563,5,1
303944,5,0
272805,6,1
6401,5,1
83860,4,0
407530,4,1
276165,5,1
225772,4,1
149451,4,0
114588,5,0
325489,4,0
415749,4,0
269374,5,0
136332,5,0
260021,3,1
271224,5,1
297585,5,1
22357,3,0
414506,6,0
121494,4,0
16648,4,0
79835,6,0
178085,6,0
264144,4,1
119249,4,0
348256,5,1
83857,5,1
407487,6,0
257210,5,0
338603,4,1
5965,4,0
65943,4,0
145937,5,0
90449,5,0
165275,4,0
13952,6,0
211504,4,1
139929,4,0
154877,5,0
123242,5,2
262105,4,0
87986,4,0
416644,4,0
339322,3,0
346697,4,0
283482,6,1
50091,4,1
145422,4,0
60670,4,2
353357,4,0
297751,5,1
217392,5,0
91672,4,0
168409,4,1
307372,4,1
229352,4,1
387697,6,0
121007,4,0
269400,6,0
324960,4,0
62344,6,0
408632,4,0
274191,3,0
333788,4,0
341441,5,0
6648,0,0
164643,5,0
226303,5,0
47077,6,0
31395,5,0
72082,6,2
381799,4,2
26248,4,1
418907,4,1
281474,6,0
279927,4,1
35566,6,0
336964,3,1
361297,4,1
23458,6,1
31069,4,1
249322,5,1
50980,5,0
117486,4,0
366509,4,0
327653,4,1
67905,4,0
96987,5,1
307269,5,0
335052,4,1
81525,5,0
295479,4,0
253243,6,1
86653,4,1
366566,5,0
377226,6,0
218130,4,1
269115,3,0
393859,6,0
365906,4,0
330993,5,0
409634,5,1
284480,8,0
361843,3,1
310785,4,1
276306,6,1
294660,3,1
22442,4,0
220974,4,0
312523,6,1
343533,5,0
49682,6,0
255581,5,1
232620,5,0
132703,4,0
421757,5,0
133136,5,1
277044,5,0
254023,3,1
332581,6,1
420913,0,1
405437,5,0
14937,6,0
228632,4,0
63366,5,0
381239,4,0
23852,5,0
424055,5,0
77758,5,0
220423,0,0
105259,5,0
10848,4,0
201155,4,0
120811,6,0
147815,4,1
301624,5,1
62170,5,0
150806,5,0
37042,5,0
264207,5,0
279840,4,1
356941,5,0
113397,4,0
198080,5,0
88024,5,0
316615,4,2
408336,4,0
242012,7,0
387638,4,0
93286,4,0
224580,3,0
243148,3,0
155500,3,0
223935,5,0
377222,6,0
269274,0,0
9316,5,1
118613,4,1
311667,0,0
26018,6,1
243387,5,0
230798,5,0
308479,4,1
416242,5,0
361522,5,1
280692,6,1
125435,5,1
240180,5,1
21810,4,1
332759,5,1
134316,4,0
409813,4,2
368034,5,1
202445,5,2
189454,4,2
263406,6,1
365738,5,0
295292,4,0
153637,4,0
5592,4,0
311491,4,0
185803,5,0
304565,4,1
98369,4,2
196427,4,0
336106,3,1
91322,4,2
386157,4,1
371423,5,2
306013,5,1
167618,4,1
72706,4,1
155141,5,0
400167,4,1
257280,6,1
18985,6,0
281102,4,1
114518,4,1
136098,4,2
244385,5,1
213525,3,0
280693,4,0
67317,5,0
156518,5,1
396732,6,1
300161,5,1
113957,6,0
240674,5,0
97684,6,1
54279,5,2
410746,6,1
376058,5,0
200256,6,0
209367,4,1
47679,3,0
162236,4,0
250957,4,0
32348,6,0
231558,0,0
42512,5,0
200691,6,0
264973,6,1
22392,5,0
167698,6,1
412899,5,0
63655,5,0
169872,3,0
5494,5,1
406653,5,0
2764,5,1
122355,3,1
137227,5,1
153559,5,1
22656,4,1
367464,6,0
17323,5,0
333630,4,1
307605,4,1
245569,0,0
162816,4,1
110626,4,1
149139,5,0
229423,5,1
327138,5,0
216731,5,0
64813,5,1
388640,4,1
125496,4,0
74089,5,1
408544,6,0
411772,4,0
94902,5,1
118253,4,0
41093,5,0
79068,5,2
362030,6,0
43137,4,0
363950,4,0
113247,3,2
48987,4,0
54069,0,0
95007,4,2
345813,4,1
315232,5,1
395460,3,0
42362,3,0
144777,5,0
204120,0,0
375518,5,0
209518,3,0
45381,4,1
56688,4,1
419611,4,0
312126,3,0
422771,4,1
217541,4,0
394367,5,0
104879,5,1
387036,6,0
352368,5,1
86510,5,1
26171,5,0
86273,6,1
311622,5,0
138172,5,1
125396,6,1
152723,0,2
122265,5,1
139097,4,0
119578,4,1
203647,4,1
12513,6,1
279674,4,0
178972,4,1
260497,3,1
203882,4,1
205741,4,0
6467,4,1
146615,6,0
198731,6,1
183012,4,0
196598,3,1
331206,4,0
213316,4,0
241410,6,1
306967,4,1
311880,4,0
12609,6,0
29447,4,0
216664,8,0
372126,5,0
170600,6,0
413563,4,0
83614,4,0
66693,4,1
221034,4,0
168646,5,1
339574,4,0
95154,3,0
254425,5,0
215937,4,1
393209,4,1
257491,4,0
199493,0,0
102879,3,1
141247,7,0
146153,4,0
194202,5,0
266670,4,0
51599,4,0
241621,3,1
369690,4,0
168826,4,1
137558,5,0
411843,4,0
97257,4,0
187800,5,1
381450,4,0
376043,5,1
159288,4,0
221248,4,0
8905,4,1
98081,6,0
208265,4,0
339469,4,1
102791,4,0
89806,5,0
293421,6,0
255344,4,0
63399,3,1
188211,4,1
93616,4,1
332987,7,0
243933,5,0
57670,5,0
295192,4,0
153091,4,1
235609,5,1
330232,0,0
265624,5,1
231364,4,1
193412,0,1
14747,6,1
304398,3,1
322783,4,0
73102,4,1
238215,4,0
83221,5,0
148566,5,2
290826,5,0
1963,4,0
265975,4,0
121115,4,1
369090,0,0
182809,4,0
198901,4,0
128014,4,0
145564,5,0
115158,5,0
133477,5,0
56508,4,1
173664,5,0
366054,4,0
226512,4,0
369674,7,0
245426,4,0
170927,6,0
217433,5,0
110988,5,0
178618,3,1
65911,4,0
290497,5,0
279458,5,0
328691,3,0
399709,5,0
392237,4,2
258107,4,0
137517,4,0
373250,4,1
261971,4,0
341918,7,0
217217,4,0
214258,4,0
177216,5,0
38778,4,0
294824,4,0
56662,8,1
313255,4,0
187834,4,1
416157,4,0
33642,5,0
221926,0,0
279132,6,1
140218,4,2
84709,4,0
364583,5,1
119446,4,1
408954,5,1
258059,5,0
306660,4,0
404095,3,1
296579,4,0
355165,5,0
311104,4,0
260564,4,1
17139,4,1
34054,5,0
404979,6,0
319492,6,0
7060,5,0
221321,0,0
7544,4,0
262934,5,1
140336,4,1
170259,4,0
263998,6,1
278405,4,1
205214,4,0
414588,5,0
189614,3,1
44875,4,1
307905,0,0
252415,5,0
202636,5,0
388059,5,1
153819,4,0
192582,5,0
382870,5,0
45919,6,0
359468,0,0
30073,4,1
312196,6,1
191540,6,1
9201,3,1
292190,4,1
386127,5,1
303362,4,1
32026,3,0
83926,6,1
232066,5,0
412472,5,1
125650,4,0
415569,4,0
159108,5,1
79049,3,0
72657,4,1
238230,4,1
344653,5,0
335112,5,1
136617,4,1
274118,7,0
260966,5,1
298300,5,0
323218,4,1
150840,5,0
133223,6,0
64183,4,0
279480,4,1
105753,6,0
310714,4,0
329267,6,0
152257,4,0
417626,4,1
209612,4,1
90280,4,0
93450,5,0
268789,4,0
131935,5,0
53257,4,1
363389,6,1
47895,3,0
201168,4,0
332558,5,2
55052,4,0
295227,6,0
257735,4,0
384993,5,2
303156,4,0
163247,6,0
230712,4,1
55264,4,0
344942,4,0
145249,5,1
408440,4,0
380991,5,1
412576,5,0
279959,5,1
239540,5,1
286583,3,0
329889,6,0
389044,4,0
2200,5,0
164827,5,2
22363,4,0
423507,4,0
301398,5,0
354602,5,2
233252,4,0
32238,4,0
216623,4,1
350342,4,0
246683,4,0
351370,5,0
164474,5,1
77895,4,0
192050,3,0
294945,4,1
49531,5,1
118117,4,0
325161,4,0
197039,0,0
22682,5,1
399389,4,0
248185,5,1
45299,3,1
4379,5,0
90070,3,1
318817,6,0
68006,4,0
191333,5,1
79681,4,1
112976,5,1
310581,6,0
261507,4,2
145183,4,0
304181,5,2
263417,4,0
20729,4,1
183880,4,2
382025,4,0
138739,3,0
48659,4,0
91468,5,0
310325,5,0
6539,4,0
284221,4,1
285621,5,0
173364,7,0
98209,5,0
350073,4,0
410045,4,2
173515,5,1
401261,5,0
195034,4,0
84218,6,0
35620,4,1
164534,5,1
127759,4,0
399140,5,1
184544,4,0
37064,6,0
214935,4,0
11980,5,0
160742,4,0
400338,4,0
402733,4,1
359423,4,0
333001,4,0
152312,4,0
174697,5,0
105247,6,1
223142,4,0
326748,4,0
221400,4,0
91009,4,0
201160,4,1
404699,6,0
302873,4,0
45804,5,1
11964,4,0
349173,4,0
25403,6,0
184573,5,0
296112,4,1
69002,5,0
388162,5,0
405158,5,0
191380,5,0
221369,5,0
50947,4,2
267705,5,1
56806,3,0
84016,4,1
94563,0,1
1786,4,1
308298,4,0
162449,4,0
43235,3,0
272238,5,1
71620,5,1
303135,4,0
296533,4,0
390008,4,1
264539,5,0
332772,6,1
197110,7,0
288563,6,0
262607,5,0
228934,0,0
255512,6,1
175280,5,1
192557,6,1
217656,6,1
370462,4,0
340443,6,0
45007,4,0
376561,0,0
310466,0,0
423152,5,1
15725,6,0
342866,5,0
113614,6,1
28214,3,1
364809,5,1
263516,4,1
399177,5,0
340057,6,0
16666,4,0
230838,5,0
375889,5,0
234657,4,0
163342,4,0
395746,5,0
137350,4,0
198990,5,0
345992,5,1
117712,4,0
419743,4,0
131897,5,0
252323,4,0
380106,4,0
164480,5,1
102410,4,0
130437,5,0
345865,4,0
323867,5,1
82334,4,0
21424,5,1
173398,4,1
118993,4,0
230698,4,0
154776,7,0
263328,4,2
137811,5,0
373100,5,1
174413,3,0
98745,4,0
281854,5,0
147464,5,0
376094,6,1
265527,4,0
331599,4,2
165029,5,0
235526,4,0
354037,4,1
352018,5,0
240607,7,1
65761,6,0
390614,5,1
269340,4,0
160185,4,0
407537,4,0
330315,7,1
320263,4,0
409721,4,1
166242,5,0
58870,6,0
2419,5,2
248584,3,1
41668,7,0
102080,4,1
417518,4,0
70034,4,1
79392,0,1
353068,6,1
273612,5,1
147497,5,0
410904,4,1
100962,4,0
264330,5,1
85316,5,0
178408,4,1
38452,4,0
347688,6,1
135953,6,1
26972,0,0
289427,0,2
224758,4,0
199561,4,0
141112,4,0
216406,4,0
154682,4,0
282464,3,0
361723,6,0
394240,3,1
17191,0,0
383716,5,0
240606,4,0
337532,5,0
115229,4,1
98802,5,0
284421,5,0
23696,4,0
304025,4,0
84941,6,0
114798,3,1
300098,4,0
223668,5,0
93453,6,0
389200,5,1
85215,4,0
393479,5,0
276941,7,0
86436,5,0
174418,4,1
320378,6,0
290029,4,1
163981,4,1
7942,3,0
303954,5,1
195718,4,0
242150,4,0
26745,4,1
157963,3,1
331058,5,0
353112,0,0
130273,6,1
26061,4,0
93524,5,0
411191,4,1
81917,4,1
117824,3,1
275597,3,0
384064,5,1
83053,5,0
138738,0,0
18520,3,1
56082,3,0
406321,4,0
39412,3,1
259743,5,1
79904,2,0
32352,5,1
298041,5,1
200125,5,0
248446,4,0
56155,6,0
143242,5,0
296294,6,0
205131,4,0
210755,4,0
87886,5,0
97101,4,0
360250,0,0
279140,7,1
358775,5,0
95631,4,1
10064,5,1
44599,4,0
352436,6,0
166426,4,0
396624,4,0
208202,5,1
140909,4,0
297634,6,0
236827,5,0
129300,3,2
342908,5,1
57176,4,0
182961,4,1
26616,4,0
357874,4,0
397817,4,0
328365,5,0
250333,5,0
264610,4,0
213441,5,1
81924,4,1
228749,4,0
197950,4,0
97838,4,1
175739,4,0
30519,4,1
46117,3,1
43508,6,1
240142,5,0
356686,4,0
15118,5,1
204886,3,0
156981,7,1
251031,4,1
13919,6,0
136590,5,1
228530,6,0
134817,3,0
418887,6,1
227554,5,0
120118,4,0
374862,3,1
341039,6,0
390318,5,0
159378,5,0
48779,5,0
107207,4,0
2478,4,0
83790,4,0
285380,4,1
157604,4,0
305313,4,0
349515,4,0
149739,6,0
136898,5,0
85998,5,0
403499,5,1
1144,6,0
112288,4,1
342077,5,0
53308,6,1
53347,4,1
195892,4,0
262020,6,0
8946,4,0
70660,3,1
423731,7,0
417060,4,1
307315,3,1
96767,4,0
91600,6,1
348837,6,0
323171,4,1
256231,4,0
371947,4,1
184736,6,1
330242,5,0
306542,5,0
379246,4,1
373546,6,0
401345,4,0
249228,5,0
355949,4,0
349834,4,0
132118,4,2
356371,5,0
360840,5,1
324379,4,1
70237,0,1
325942,0,2
195335,3,0
110669,4,1
340813,4,0
1768,6,0
151249,4,0
125769,4,1
70252,4,0
397514,5,0
365908,5,0
123375,2,0
396747,4,1
31295,3,1
48215,3,0
28327,8,1
409922,3,1
144545,5,0
218826,4,0
300339,4,0
29008,4,0
251626,7,1
420562,4,0
7760,4,1
157272,4,2
28683,4,0
12941,4,1
151751,5,1
415278,0,0
100138,4,0
262203,4,0
361353,5,1
296654,6,1
54700,3,0
210042,4,1
79733,0,0
23880,4,0
141016,4,0
379830,4,0
403244,4,0
59533,4,0
378967,3,1
170802,5,1
8039,4,1
389708,4,0
407192,3,1
299864,5,0
108037,5,1
364188,4,0
188698,5,0
174903,3,0
293158,0,0
151662,4,1
325229,3,0
53443,4,0
167842,3,1
399060,4,1
74444,7,0
256694,4,1
328636,6,0
284156,4,0
54758,5,1
273229,5,0
355542,5,1
192841,3,2
321630,5,0
40197,4,0
420311,4,0
63927,5,1
351032,3,0
222031,4,1
174705,5,1
230271,6,1
315389,5,0
165482,6,1
122238,4,0
6419,3,0
275106,3,0
214919,5,1
300087,7,0
275433,4,0
59250,3,1
156554,3,0
282918,4,0
100565,4,2
362712,4,0
343190,4,1
96773,4,0
71468,5,1
309515,5,0
381411,4,0
52106,3,1
111677,6,0
216135,4,2
328147,4,1
583,4,0
190023,4,0
84418,4,0
43018,4,0
256286,4,0
186579,7,0
119767,4,0
169779,6,0
29207,4,1
23330,4,0
20038,4,0
227589,5,1
377345,4,0
170880,6,0
283093,5,0
404822,0,0
141452,6,0
254842,5,0
193293,4,0
283141,0,1
386943,4,0
105347,4,0
69772,4,0
256693,5,1
411340,4,0
7731,4,0
335718,4,0
220518,5,1
117570,4,1
10626,4,1
174087,0,0
397734,3,0
203764,4,1
267967,4,2
253091,4,0
231699,4,0
86846,6,0
208549,4,1
357428,5,1
41892,5,1
140715,5,0
236502,4,2
63411,5,0
97166,4,0
65268,5,0
99405,5,0
158015,4,1
131238,5,1
337085,4,0
33250,4,1
270317,4,0
344727,3,0
253500,4,0
226878,6,0
212864,4,0
6835,5,0
87083,6,0
257028,3,0
406266,4,1
93712,5,1
251516,4,0
315069,4,0
591,4,0
139925,5,0
288998,3,0
224371,0,0
414090,5,1
205864,3,1
66629,4,1
348815,6,1
242256,4,0
220705,4,0
136379,4,0
3451,3,1
12634,5,1
112411,3,1
8870,5,0
242603,5,0
377029,3,1
310045,4,1
392379,4,0
161609,3,0
113521,3,0
155652,5,0
265185,0,0
213559,5,1
138430,4,1
68347,4,1
329695,5,0
417321,3,1
51770,6,1
399039,4,0
370506,6,1
346335,6,0
106803,5,0
157419,6,0
384910,5,0
127371,0,0
180269,4,1
421251,6,0
332732,5,0
256183,4,0
299446,5,0
292623,3,0
329355,4,1
378357,6,0
414896,0,0
217574,4,0
200258,6,1
110285,7,1
33750,5,1
370510,6,2
336714,4,1
391819,6,1
254652,4,1
331812,3,1
417216,6,1
76309,5,1
271826,4,0
394413,0,1
7712,4,0
404704,5,0
48835,4,0
267022,4,0
202928,5,1
253133,4,0
42029,5,0
200469,3,1
188292,3,0
117142,4,0
42885,4,0
4906,3,0
216153,4,0
261916,7,1
179387,4,1
165348,5,0
